inquiry_id,user_id,procedure_id,created_at,clinic_id
606,1242,37,9/6/2014,22
607,2985,37,8/8/2014,1
608,2297,37,7/26/2014,1
610,1293,37,9/4/2014,4
611,280,37,7/9/2014,7
613,2406,37,9/14/2014,31
615,2718,1,9/17/2014,11
618,2518,37,7/5/2014,4
619,2116,24,7/10/2014,9
623,985,45,9/22/2014,9
624,2474,15,7/1/2014,4
626,1656,1,8/1/2014,1
633,2897,15,9/3/2014,22
634,2190,1,8/23/2014,16
636,833,37,7/3/2014,2
637,1835,15,9/15/2014,32
638,804,15,8/8/2014,16
642,2100,1,7/26/2014,20
643,1435,37,8/26/2014,16
644,1032,37,9/23/2014,7
645,732,15,9/29/2014,34
647,2427,15,7/3/2014,2
650,881,37,8/10/2014,34
651,2062,24,9/26/2014,16
656,254,15,8/18/2014,34
659,362,15,9/12/2014,34
662,1373,37,7/30/2014,7
666,2951,37,10/13/2014,5
669,2944,1,10/29/2014,3
670,389,15,9/5/2014,20
674,2194,15,9/11/2014,2
675,2684,37,10/26/2014,7
678,2721,37,10/22/2014,3
680,964,1,10/30/2014,3
681,508,1,10/19/2014,5
682,898,1,10/14/2014,1
683,2771,37,10/4/2014,7
685,63,37,10/4/2014,9
687,1485,37,10/6/2014,39
689,796,37,10/25/2014,10
691,2760,37,10/18/2014,48
693,1717,37,10/30/2014,38
694,1230,37,9/16/2014,7
696,822,37,9/4/2014,1
697,2035,37,10/14/2014,11
699,2480,37,9/5/2014,34
700,611,24,10/22/2014,9
701,986,45,10/17/2014,16
703,779,15,9/11/2014,1
704,2576,37,10/17/2014,24
708,1145,37,10/13/2014,36
709,2905,15,9/2/2014,16
710,1594,15,9/18/2014,1
711,1106,1,10/4/2014,15
713,1149,37,9/24/2014,16
714,1027,37,10/23/2014,17
715,1140,37,9/30/2014,19
716,326,37,9/5/2014,1
717,567,37,9/1/2014,48
720,98,37,10/27/2014,3
721,287,37,10/30/2014,44
723,676,37,10/27/2014,3
724,1315,37,11/28/2014,20
726,2745,37,10/30/2014,3
727,1515,37,7/9/2014,34
729,1753,37,5/26/2014,34
731,1795,24,8/24/2014,16
735,1994,37,10/13/2014,1
736,2317,37,11/28/2014,36
737,2736,37,11/12/2014,30
740,1261,37,8/29/2014,48
741,958,37,6/17/2014,8
743,1598,37,8/3/2014,3
744,1711,37,10/17/2014,2
745,2601,37,11/16/2014,37
746,105,37,7/31/2014,34
748,92,37,11/16/2014,20
750,2616,37,8/19/2014,3
752,786,37,9/27/2014,1
753,729,37,8/2/2014,1
755,1011,37,7/1/2014,16
756,19,37,10/13/2014,20
757,1325,37,5/17/2014,16
758,2416,37,10/29/2014,20
759,1946,37,6/26/2014,4
761,1170,37,10/16/2014,44
762,1481,37,7/28/2014,1
763,383,15,8/23/2014,2
764,2132,1,10/17/2014,2
765,1671,15,5/13/2014,48
766,1806,1,10/2/2014,4
768,1369,15,8/21/2014,1
769,566,37,10/10/2014,7
770,1432,37,9/8/2014,4
776,1680,15,8/1/2014,4
779,260,15,6/10/2014,1
782,2424,37,11/13/2014,18
783,1511,15,6/21/2014,16
784,1886,15,8/24/2014,4
786,1931,15,9/5/2014,7
788,373,15,11/15/2014,25
789,891,45,11/23/2014,12
791,1045,37,10/21/2014,1
793,613,15,6/9/2014,6
795,1766,15,11/26/2014,4
798,751,45,6/27/2014,8
799,193,15,6/12/2014,1
800,2859,24,9/25/2014,48
801,2992,1,10/4/2014,34
802,2197,37,10/31/2014,1
804,1911,1,7/27/2014,19
806,1143,15,5/6/2014,3
807,2970,37,11/22/2014,1
808,1262,37,6/28/2014,48
810,1232,37,9/11/2014,1
812,1582,37,10/22/2014,16
813,2863,37,9/20/2014,34
814,778,37,10/12/2014,1
815,1487,37,10/11/2014,34
816,1642,37,8/30/2014,8
818,2069,37,7/31/2014,1
819,2166,37,8/30/2014,5
822,2207,37,10/22/2014,16
824,1820,15,5/29/2014,1
826,2622,15,11/16/2014,47
830,1632,1,6/3/2014,4
831,177,1,11/28/2014,7
832,1265,24,11/12/2014,1
833,556,45,10/21/2014,4
835,1458,45,10/24/2014,4
837,2504,53,11/16/2014,34
839,1465,37,10/14/2014,16
840,845,1,5/15/2014,1
841,1932,37,10/4/2014,16
842,1805,37,10/17/2014,1
844,2961,1,11/13/2014,34
847,1419,1,5/11/2014,3
849,1676,45,6/27/2014,3
852,2700,37,10/4/2014,48
853,2933,53,8/21/2014,4
854,724,1,10/20/2014,1
857,1071,15,7/6/2014,1
858,2715,15,10/26/2014,5
860,2230,1,10/24/2014,1
861,2801,37,10/12/2014,44
863,1287,37,10/2/2014,16
864,2854,1,5/18/2014,8
867,118,24,5/13/2014,4
868,884,37,11/23/2014,16
870,2857,45,11/13/2014,1
872,1301,37,6/23/2014,4
873,210,15,10/9/2014,40
874,1070,37,6/15/2014,8
876,165,1,10/6/2014,34
877,752,15,10/29/2014,34
878,541,37,7/20/2014,1
879,214,37,11/17/2014,26
881,113,37,5/22/2014,4
882,382,37,9/19/2014,16
884,2719,37,11/1/2014,20
886,1031,37,5/21/2014,6
887,2816,37,10/10/2014,1
890,1521,37,9/20/2014,16
891,1499,37,8/19/2014,4
892,1047,37,10/27/2014,16
893,2353,37,10/19/2014,7
894,1816,37,8/25/2014,4
896,999,24,10/15/2014,19
899,2200,37,10/14/2014,8
901,1590,37,4/1/2014,16
904,198,37,10/18/2014,48
906,1020,37,10/4/2014,3
907,619,37,7/15/2014,34
910,2845,37,7/12/2014,16
912,2785,37,11/7/2014,4
913,172,37,10/17/2014,16
914,425,37,5/24/2014,3
918,1358,37,10/15/2014,16
922,734,37,11/12/2014,7
930,902,1,6/9/2014,16
931,2164,1,8/27/2014,3
932,467,53,9/6/2014,16
933,2765,15,10/12/2014,48
934,1229,45,10/19/2014,1
935,1746,45,5/13/2014,4
936,2478,24,9/16/2014,48
937,1635,45,11/16/2014,1
938,51,45,6/10/2014,8
939,352,37,9/8/2014,48
940,702,1,6/21/2014,3
942,135,45,9/29/2014,34
944,500,37,6/25/2014,1
945,1725,15,8/25/2014,8
946,2387,37,5/25/2014,4
947,1609,37,10/19/2014,34
948,2005,1,10/31/2014,34
949,2491,53,8/4/2014,42
950,2814,37,4/18/2014,48
952,723,15,10/4/2014,8
953,76,45,8/1/2014,5
954,1000,53,6/1/2014,48
955,1830,15,10/9/2014,3
957,1168,37,6/17/2014,34
958,927,37,4/25/2014,16
960,1577,24,9/27/2014,34
962,2893,37,6/12/2014,1
963,2615,37,8/28/2014,1
964,1779,37,7/31/2014,48
965,2056,37,10/6/2014,5
966,499,37,10/9/2014,16
967,2780,37,8/30/2014,7
968,629,37,8/5/2014,4
969,664,37,9/4/2014,34
970,1488,37,10/11/2014,16
971,2361,37,10/29/2014,1
972,1741,37,7/28/2014,34
973,36,37,9/6/2014,34
974,191,37,10/14/2014,16
975,837,37,10/31/2014,48
976,469,37,11/15/2014,34
977,2964,37,10/25/2014,7
978,1719,37,5/6/2014,8
979,498,1,5/4/2014,7
980,1175,15,4/24/2014,16
982,2620,37,6/28/2014,7
983,2224,45,6/26/2014,34
984,1152,1,9/14/2014,16
985,2843,53,5/11/2014,8
986,1669,15,9/1/2014,16
988,2401,37,4/22/2014,1
989,1108,53,8/13/2014,9
990,776,45,5/16/2014,3
992,283,1,5/24/2014,3
993,114,24,4/8/2014,48
994,423,45,7/2/2014,34
996,717,1,9/19/2014,48
997,1620,15,7/11/2014,16
998,153,37,6/13/2014,4
999,866,37,10/28/2014,16
1000,2148,37,9/1/2014,16
1001,2909,37,11/28/2014,1
1002,1468,37,10/11/2014,16
1003,2890,37,6/9/2014,9
1004,47,37,5/23/2014,8
1005,2128,37,7/12/2014,16
1006,1973,37,8/9/2014,4
1007,975,37,5/27/2014,3
1008,1102,37,7/23/2014,48
1009,570,37,5/28/2014,5
1010,1740,37,10/18/2014,9
1011,2614,37,4/25/2014,1
1012,1297,37,11/1/2014,1
1013,2637,37,10/25/2014,48
1014,468,37,5/24/2014,1
1015,767,37,5/5/2014,7
1016,1990,37,9/5/2014,48
1017,237,24,10/22/2014,16
1018,1306,15,10/20/2014,34
1019,2173,37,4/5/2014,34
1020,828,15,11/4/2014,16
1021,2511,45,6/25/2014,4
1022,872,37,6/27/2014,48
1023,1964,15,5/2/2014,4
1024,846,37,5/19/2014,9
1032,2443,24,4/13/2014,34
1033,659,45,9/15/2014,16
1036,2010,15,8/1/2014,9
1037,167,1,10/9/2014,16
1038,2451,1,8/25/2014,20
1039,2815,45,6/22/2014,4
1040,2538,1,6/27/2014,48
1041,415,1,7/23/2014,16
1042,1109,15,4/27/2014,16
1043,1365,53,7/3/2014,48
1044,959,1,10/30/2014,1
1046,2519,37,5/22/2014,11
1047,2265,15,6/23/2014,34
1048,1891,24,10/17/2014,16
1049,579,15,11/21/2014,16
1050,1570,37,9/16/2014,3
1051,1004,1,10/28/2014,16
1053,2146,37,6/17/2014,46
1054,1661,15,6/26/2014,4
1056,67,1,4/18/2014,16
1057,2236,15,7/1/2014,3
1059,1073,1,11/18/2014,1
1060,868,45,9/1/2014,3
1061,522,24,9/30/2014,48
1062,442,1,6/12/2014,7
1064,1943,45,9/21/2014,3
1065,455,53,6/9/2014,7
1066,2389,37,9/29/2014,3
1067,1675,15,7/4/2014,3
1070,2271,37,10/14/2014,1
1072,2102,37,6/23/2014,34
1073,720,15,9/11/2014,44
1074,1410,45,6/27/2014,1
1075,478,1,4/7/2014,16
1077,1565,15,8/24/2014,4
1079,15,37,10/17/2014,3
1080,1384,37,11/5/2014,48
1081,2884,1,8/18/2014,7
1084,418,37,10/18/2014,2
1085,2472,1,6/3/2014,40
1087,463,15,6/27/2014,3
1088,1204,37,9/3/2014,1
1090,519,37,6/23/2014,3
1091,1095,1,8/30/2014,7
1093,2580,45,9/12/2014,2
1094,1259,45,7/11/2014,1
1100,2940,15,9/18/2014,1
1102,1995,1,7/19/2014,2
1105,542,45,6/29/2014,46
1108,2145,37,7/4/2014,1
1109,2352,24,10/17/2014,8
1114,1700,45,10/4/2014,48
1117,1757,37,9/11/2014,4
1119,1264,1,6/15/2014,16
1120,2046,1,9/24/2014,3
1121,1156,45,4/15/2014,34
1122,632,37,10/8/2014,3
1123,1858,37,10/27/2014,3
1126,2852,1,5/21/2014,2
1128,2553,37,4/16/2014,16
1133,521,15,8/6/2014,1
1137,2578,15,11/21/2014,34
1140,1050,1,5/30/2014,4
1141,861,1,7/3/2014,4
1143,109,15,11/6/2014,16
1145,1237,37,9/2/2014,44
1146,677,37,10/31/2014,2
1147,1998,37,11/2/2014,48
1148,2818,37,10/17/2014,6
1149,1296,37,5/27/2014,7
1152,2510,37,4/7/2014,16
1153,20,37,9/18/2014,8
1154,60,37,10/4/2014,4
1155,2773,37,6/29/2014,16
1156,996,37,4/22/2014,48
1157,344,37,8/24/2014,16
1158,2371,37,10/11/2014,1
1159,2626,37,9/14/2014,4
1162,17,37,9/9/2014,4
1163,2134,15,6/27/2014,48
1164,2392,37,9/15/2014,6
1165,2108,15,7/10/2014,5
1167,543,37,5/9/2014,7
1169,782,37,5/28/2014,40
1171,1281,37,7/26/2014,4
1172,2572,37,10/23/2014,8
1174,2788,37,10/20/2014,4
1176,709,37,6/4/2014,3
1177,2922,37,8/28/2014,1
1178,1195,37,10/8/2014,4
1180,494,37,9/22/2014,8
1182,692,37,11/20/2014,16
1183,1335,37,10/7/2014,8
1185,2856,15,6/5/2014,2
1186,1937,15,11/11/2014,16
1192,2338,45,10/31/2014,3
1193,1322,45,6/7/2014,1
1194,1980,1,7/18/2014,4
1196,1177,1,5/27/2014,34
1197,621,15,8/28/2014,16
1198,824,37,9/30/2014,3
1199,1484,24,7/25/2014,8
1200,1337,37,11/7/2014,48
1201,859,37,7/14/2014,7
1202,1196,37,10/17/2014,8
1203,3000,37,6/11/2014,3
1205,27,37,9/30/2014,4
1206,1900,37,9/9/2014,5
1208,1003,37,7/22/2014,8
1209,2460,37,10/15/2014,4
1211,358,37,9/24/2014,6
1212,1444,37,8/31/2014,1
1214,1775,37,10/23/2014,4
1215,1446,37,4/2/2014,3
1216,2279,37,6/9/2014,8
1217,675,15,10/12/2014,4
1222,666,37,7/1/2014,3
1223,1040,53,8/24/2014,16
1224,2839,15,8/3/2014,16
1225,1721,15,5/26/2014,40
1226,531,37,10/16/2014,8
1227,1037,1,9/25/2014,4
1234,1286,37,8/23/2014,48
1235,2799,37,5/12/2014,8
1237,871,45,10/23/2014,8
1244,1802,1,11/4/2014,16
1246,949,45,4/19/2014,2
1248,1871,15,5/26/2014,16
1253,827,1,6/1/2014,6
1254,2072,37,4/16/2014,1
1256,2483,24,6/24/2014,8
1258,894,37,9/18/2014,4
1260,1599,15,4/15/2014,3
1261,1378,15,5/13/2014,48
1262,1263,37,5/18/2014,4
1265,2795,15,9/1/2014,44
1266,2868,24,5/6/2014,16
1269,1428,37,4/3/2014,4
1270,2739,1,5/2/2014,6
1272,341,1,5/30/2014,8
1273,454,37,4/30/2014,4
1275,2621,1,6/29/2014,3
1276,2663,15,11/11/2014,16
1277,1945,37,9/3/2014,7
1280,1525,53,10/8/2014,3
1283,1194,15,10/5/2014,8
1284,2334,24,8/26/2014,16
1285,1013,15,10/4/2014,8
1288,1371,1,10/27/2014,4
1289,931,45,4/20/2014,6
1290,564,15,8/16/2014,16
1292,1280,1,11/19/2014,48
1294,2943,37,9/24/2014,8
1295,974,53,5/17/2014,4
1296,1395,1,10/27/2014,8
1298,1743,24,5/21/2014,3
1299,397,45,10/23/2014,3
1300,2729,37,10/30/2014,7
1302,1667,1,5/16/2014,4
1303,342,37,8/5/2014,16
1304,2137,15,6/26/2014,7
1305,2254,15,6/1/2014,8
1307,2186,15,10/13/2014,8
1308,2527,24,10/17/2014,3
1312,1878,37,5/5/2014,1
1313,1569,37,6/2/2014,3
1314,1144,37,9/8/2014,3
1316,1513,37,9/5/2014,3
1317,1984,37,10/17/2014,5
1318,2558,37,4/29/2014,5
1319,2199,37,10/26/2014,1
1320,725,37,5/27/2014,4
1321,2397,37,6/23/2014,3
1322,2772,37,5/7/2014,34
1323,1500,37,10/29/2014,7
1324,1953,37,9/9/2014,3
1325,973,37,10/21/2014,5
1326,2946,37,10/26/2014,4
1327,2091,37,10/24/2014,1
1328,2817,15,6/29/2014,8
1335,2505,1,4/27/2014,4
1337,2872,37,5/8/2014,8
1339,625,15,9/24/2014,8
1344,2219,37,8/15/2014,34
1345,401,1,8/20/2014,34
1347,2490,45,8/2/2014,16
1350,1240,45,9/5/2014,8
1351,1349,15,4/21/2014,8
1353,1009,37,10/21/2014,9
1354,306,15,10/9/2014,4
1355,1583,24,4/4/2014,7
1359,1015,15,5/10/2014,8
1360,1189,1,10/22/2014,4
1361,1747,37,11/24/2014,1
1363,2968,15,11/18/2014,2
1364,2378,53,9/8/2014,3
1368,1707,15,5/29/2014,3
1369,1276,24,7/29/2014,5
1373,145,53,9/1/2014,44
1376,1396,1,9/14/2014,7
1377,810,1,10/18/2014,17
1378,314,15,6/18/2014,8
1379,1400,37,7/21/2014,9
1381,93,15,11/9/2014,1
1382,2793,24,4/11/2014,3
1383,271,37,4/12/2014,8
1387,829,37,6/18/2014,3
1388,390,37,8/25/2014,48
1389,638,37,9/19/2014,4
1391,1186,37,5/12/2014,16
1392,337,37,4/18/2014,5
1393,606,37,10/12/2014,46
1394,2290,37,6/15/2014,3
1395,471,37,10/19/2014,5
1396,649,37,6/26/2014,5
1397,920,37,8/28/2014,42
1398,2563,37,7/5/2014,14
1399,1162,37,10/12/2014,8
1400,1893,37,6/4/2014,5
1402,583,37,4/29/2014,1
1403,2562,15,6/17/2014,1
1406,2018,37,9/13/2014,9
1408,2724,15,6/21/2014,7
1409,2931,15,5/6/2014,48
1410,2454,37,11/2/2014,3
1412,1704,37,6/13/2014,4
1413,492,37,10/3/2014,39
1418,2886,37,9/30/2014,48
1423,107,37,6/4/2014,7
1427,697,45,9/15/2014,38
1428,1902,53,9/9/2014,11
1432,747,1,10/29/2014,8
1435,1898,53,8/4/2014,3
1436,2820,1,8/18/2014,1
1437,2418,15,7/7/2014,2
1442,2425,15,4/13/2014,4
1447,41,37,4/16/2014,9
1449,1800,45,6/13/2014,29
1451,1036,15,7/24/2014,4
1454,784,15,6/16/2014,4
1455,2289,15,7/21/2014,7
1457,1926,15,6/6/2014,27
1460,991,15,10/4/2014,3
1463,2125,37,6/9/2014,24
1464,65,24,7/7/2014,7
1467,317,37,7/29/2014,1
1468,609,37,8/9/2014,3
1471,644,45,10/4/2014,1
1472,2118,1,10/21/2014,7
1473,1769,37,4/2/2014,4
1474,474,37,4/11/2014,15
1475,91,37,6/8/2014,48
1476,392,37,8/5/2014,4
1477,2121,37,4/18/2014,37
1478,947,37,6/24/2014,22
1480,77,37,8/16/2014,4
1481,178,37,7/22/2014,34
1484,246,37,7/21/2014,34
1485,1029,37,11/9/2014,6
1486,1812,37,8/12/2014,6
1487,1014,37,6/28/2014,30
1488,2396,37,11/12/2014,8
1489,1442,37,5/27/2014,16
1490,89,37,10/30/2014,4
1495,1128,37,10/14/2014,34
1496,2791,1,6/26/2014,20
1497,1736,15,7/8/2014,1
1498,1187,53,8/10/2014,8
1500,1789,1,8/14/2014,5
1502,612,1,11/9/2014,4
1504,2283,1,7/17/2014,1
1511,2829,37,6/16/2014,4
1514,2440,37,7/28/2014,16
1516,2262,37,10/26/2014,1
1517,377,37,5/31/2014,16
1518,1234,37,10/11/2014,1
1519,990,37,6/25/2014,49
1520,1551,37,5/12/2014,20
1521,481,37,8/22/2014,42
1522,1452,37,7/25/2014,19
1524,1611,37,10/6/2014,4
1525,2327,37,9/5/2014,7
1526,674,37,11/28/2014,3
1532,2196,37,9/11/2014,1
1533,430,37,10/29/2014,9
1534,263,15,5/15/2014,2
1536,686,1,7/31/2014,1
1537,1460,45,5/2/2014,7
1538,2419,15,9/5/2014,34
1540,1388,24,4/4/2014,10
1541,1314,1,5/22/2014,16
1544,660,15,11/16/2014,8
1546,1506,45,5/10/2014,48
1548,1999,37,6/8/2014,7
1549,743,37,5/4/2014,40
1553,1142,37,11/13/2014,44
1556,2559,37,10/1/2014,1
1557,2976,37,11/7/2014,5
1558,665,37,11/15/2014,1
1559,722,37,11/23/2014,7
1560,2807,37,11/13/2014,4
1562,2545,37,8/10/2014,7
1563,355,37,5/9/2014,3
1564,2667,37,7/1/2014,16
1565,811,1,5/5/2014,3
1566,2160,1,6/20/2014,7
1567,2107,53,6/22/2014,1
1571,2001,45,8/31/2014,8
1572,2741,37,5/21/2014,34
1573,1121,15,7/5/2014,16
1575,2579,24,11/9/2014,3
1576,2113,1,6/9/2014,34
1578,1627,45,8/23/2014,3
1579,1897,15,9/7/2014,34
1582,2210,1,10/30/2014,20
1585,749,15,4/7/2014,36
1586,915,37,11/22/2014,4
1588,1087,24,5/24/2014,1
1589,2566,37,10/7/2014,48
1590,14,1,9/16/2014,2
1591,2452,45,4/29/2014,20
1592,701,1,5/17/2014,3
1593,1857,24,7/14/2014,1
1594,1872,37,5/10/2014,16
1596,2367,1,9/29/2014,4
1597,2871,15,11/5/2014,4
1598,865,1,9/25/2014,1
1599,672,37,11/28/2014,4
1600,2973,15,11/8/2014,1
1602,218,24,9/30/2014,1
1609,345,15,8/5/2014,8
1613,1793,45,11/4/2014,46
1614,485,37,7/10/2014,48
1615,851,37,5/4/2014,1
1616,2556,15,6/18/2014,48
1617,1969,15,11/21/2014,8
1619,1044,24,5/13/2014,1
1623,2754,37,6/18/2014,16
1624,2665,37,6/26/2014,16
1626,2652,37,11/16/2014,7
1628,2659,37,6/3/2014,19
1630,1970,37,10/3/2014,16
1631,1882,37,10/18/2014,1
1634,2073,37,11/3/2014,8
1635,596,37,4/13/2014,4
1636,918,37,9/14/2014,1
1637,760,37,10/22/2014,34
1640,1844,37,7/11/2014,34
1647,2536,15,6/5/2014,1
1648,1589,1,4/2/2014,7
1650,1089,1,9/7/2014,48
1651,1710,45,11/14/2014,3
1654,59,37,6/10/2014,34
1656,774,37,8/18/2014,3
1658,895,37,7/15/2014,34
1659,2320,1,5/14/2014,4
1662,2143,1,11/1/2014,7
1663,1323,45,5/8/2014,6
1664,887,24,11/29/2014,1
1665,2037,37,11/6/2014,7
1666,904,37,10/30/2014,1
1668,440,37,4/6/2014,7
1669,2632,37,6/8/2014,16
1670,847,37,8/3/2014,1
1671,1449,37,9/12/2014,16
1672,1093,37,4/25/2014,1
1675,1026,37,7/24/2014,16
1676,1874,37,5/3/2014,5
1679,2181,37,11/11/2014,1
1680,1110,37,6/27/2014,16
1681,2543,37,5/11/2014,4
1684,2002,37,6/12/2014,16
1689,608,24,6/28/2014,48
1691,1947,53,7/31/2014,16
1693,1356,15,9/14/2014,34
1696,2707,45,9/30/2014,1
1697,1756,1,6/9/2014,16
1699,503,37,6/25/2014,48
1701,2757,15,8/21/2014,7
1702,2039,37,10/25/2014,16
1706,376,1,5/10/2014,4
1707,615,37,6/28/2014,1
1708,598,37,11/12/2014,34
1709,869,37,5/31/2014,4
1711,2865,37,8/26/2014,4
1712,2040,37,11/3/2014,1
1713,2669,37,9/5/2014,34
1714,1742,37,8/17/2014,9
1716,889,37,11/16/2014,1
1717,937,37,11/22/2014,34
1719,1950,37,9/18/2014,16
1720,2653,37,6/7/2014,34
1723,940,37,11/18/2014,34
1724,1217,37,6/1/2014,16
1728,814,15,10/29/2014,48
1729,726,37,6/27/2014,16
1731,1448,37,5/10/2014,8
1733,205,15,10/1/2014,16
1734,1519,37,11/4/2014,16
1735,569,37,8/11/2014,27
1736,2070,37,9/11/2014,16
1737,2333,37,4/17/2014,40
1739,2374,37,11/11/2014,48
1741,34,37,11/7/2014,44
1742,2618,37,4/10/2014,1
1743,1471,37,4/20/2014,16
1744,1034,37,7/25/2014,48
1745,2800,37,11/17/2014,16
1746,2487,37,6/6/2014,48
1747,2692,37,8/19/2014,22
1749,2438,37,9/9/2014,19
1757,1505,1,8/1/2014,26
1760,1720,1,8/1/2014,14
1765,1557,15,9/2/2014,16
1768,777,15,11/11/2014,48
1772,1933,37,8/19/2014,6
1773,431,37,6/17/2014,16
1775,856,24,10/13/2014,34
1780,594,37,5/28/2014,3
1781,2939,37,6/1/2014,34
1782,2326,37,11/26/2014,16
1784,2756,37,10/4/2014,1
1785,1877,37,4/7/2014,40
1787,955,37,11/12/2014,3
1788,2052,37,10/15/2014,48
1789,1039,37,10/15/2014,16
1792,1838,37,7/3/2014,16
1793,2303,37,6/28/2014,16
1797,1341,15,9/26/2014,16
1799,1074,37,11/28/2014,1
1804,2086,1,7/26/2014,16
1805,2602,37,10/31/2014,16
1808,1965,15,11/16/2014,1
1809,2644,15,11/16/2014,46
1810,1302,15,11/12/2014,48
1812,1588,15,11/16/2014,16
1813,2266,45,4/18/2014,16
1814,298,1,9/24/2014,1
1815,1202,15,11/3/2014,1
1816,1573,1,11/9/2014,1
1818,1585,45,8/16/2014,50
1819,792,1,11/13/2014,16
1820,2746,24,9/27/2014,34
1821,844,1,7/12/2014,48
1822,192,15,8/8/2014,14
1823,1865,45,8/5/2014,47
1824,877,24,5/12/2014,3
1825,2686,1,7/10/2014,16
1826,1051,1,11/14/2014,34
1827,426,15,4/13/2014,16
1828,2748,1,11/26/2014,3
1829,384,45,9/3/2014,16
1830,2074,37,5/19/2014,5
1832,2198,37,11/28/2014,8
1833,2388,1,11/28/2014,4
1834,2321,15,11/12/2014,4
1836,1218,1,11/7/2014,1
1837,592,1,6/23/2014,3
1838,445,45,4/12/2014,1
1839,209,1,11/16/2014,6
1840,136,53,6/26/2014,3
1841,2442,37,7/28/2014,16
1842,2849,15,9/22/2014,16
1843,763,1,11/13/2014,8
1844,2459,1,6/11/2014,3
1845,1477,15,10/3/2014,48
1846,1167,15,10/19/2014,3
1847,971,1,10/23/2014,34
1848,2084,37,4/17/2014,48
1849,2273,15,11/13/2014,34
1850,1762,24,11/15/2014,48
1851,1226,1,9/30/2014,34
1852,322,15,6/1/2014,1
1853,574,1,11/14/2014,1
1854,2081,15,11/7/2014,5
1855,2945,37,6/7/2014,2
1856,699,37,8/1/2014,37
1857,670,37,9/24/2014,48
1858,1574,37,7/20/2014,48
1859,1556,37,4/7/2014,1
1860,2004,37,11/22/2014,1
1861,1727,37,11/8/2014,16
1862,1913,37,7/23/2014,3
1863,199,37,10/21/2014,3
1864,1221,37,11/15/2014,4
1865,2058,37,9/5/2014,16
1866,1633,37,7/11/2014,3
1867,402,37,5/19/2014,1
1868,1054,37,7/17/2014,3
1869,565,37,11/19/2014,1
1870,1535,37,8/20/2014,17
1871,225,37,8/31/2014,20
1873,2075,1,10/9/2014,3
1874,1909,24,9/1/2014,16
1875,945,37,11/23/2014,3
1876,1579,37,8/14/2014,2
1877,739,53,10/19/2014,1
1878,1836,1,8/23/2014,4
1879,1171,53,11/8/2014,16
1880,2842,24,10/19/2014,48
1881,122,45,8/20/2014,7
1882,405,1,10/27/2014,16
1883,1445,15,7/29/2014,1
1884,1387,15,9/30/2014,16
1885,850,1,10/14/2014,44
1886,1674,45,8/13/2014,7
1887,1788,1,7/5/2014,2
1888,1738,1,4/20/2014,34
1889,1243,37,8/14/2014,1
1890,2958,37,7/13/2014,1
1891,1220,1,7/20/2014,3
1892,349,37,7/19/2014,8
1893,1104,1,9/12/2014,16
1894,1552,45,11/23/2014,1
1896,2706,1,5/5/2014,4
1897,1616,15,5/1/2014,9
1898,1621,37,10/29/2014,1
1899,1879,37,10/26/2014,3
1900,1374,37,10/2/2014,8
1902,2994,24,10/27/2014,16
1904,2844,37,11/8/2014,19
1907,2157,37,4/14/2014,34
1909,1837,37,4/13/2014,16
1911,892,37,10/30/2014,48
1913,928,37,8/1/2014,34
1914,2953,37,8/11/2014,1
1915,1956,37,11/22/2014,16
1916,1559,37,9/12/2014,48
1919,2430,37,11/13/2014,1
1920,1682,37,5/24/2014,39
1921,1572,37,11/11/2014,48
1922,495,37,11/22/2014,8
1924,1856,1,8/15/2014,1
1925,1971,15,5/21/2014,21
1926,422,1,4/3/2014,48
1929,1728,1,11/27/2014,16
1932,78,15,5/1/2014,20
1934,768,1,7/9/2014,6
1935,2274,37,11/22/2014,3
1937,35,1,11/4/2014,16
1939,1351,15,10/17/2014,34
1942,487,1,8/26/2014,1
1944,552,1,8/1/2014,19
1947,1278,53,10/29/2014,4
1949,907,15,10/24/2014,4
1953,2749,37,6/1/2014,8
1957,2937,37,7/18/2014,5
1958,2162,37,5/30/2014,4
1960,9,37,11/11/2014,16
1962,878,37,4/7/2014,16
1963,2339,37,5/1/2014,7
1964,206,37,9/2/2014,3
1967,507,37,11/4/2014,34
1968,758,37,11/8/2014,3
1969,2141,37,8/30/2014,48
1973,577,1,7/6/2014,3
1974,716,37,8/19/2014,16
1977,838,1,7/18/2014,4
1979,1978,1,9/8/2014,3
1982,875,45,10/17/2014,3
1984,2189,15,8/13/2014,48
1986,1678,37,10/29/2014,4
1988,133,37,11/17/2014,48
1990,2130,37,11/3/2014,16
1991,2158,37,7/5/2014,4
1992,2912,37,7/6/2014,8
1996,1390,37,6/6/2014,4
1998,2296,37,7/21/2014,7
1999,2110,37,4/9/2014,48
2000,1459,37,10/26/2014,3
2001,534,37,11/5/2014,16
2002,1099,37,4/11/2014,34
2004,2861,1,7/8/2014,8
2007,1724,37,10/24/2014,8
2008,2986,37,4/27/2014,34
2011,1440,37,9/11/2014,2
2012,87,37,6/13/2014,6
2013,310,37,5/17/2014,34
2015,586,37,6/27/2014,8
2016,1150,37,11/1/2014,34
2017,634,37,10/22/2014,3
2020,620,37,11/19/2014,16
2023,2077,37,6/9/2014,3
2025,585,53,10/12/2014,3
2026,166,15,5/27/2014,1
2028,2550,1,10/22/2014,8
2033,2732,1,4/8/2014,16
2037,473,1,8/5/2014,16
2038,2901,1,10/14/2014,7
